p_date,sostype,refer_domain,pv,page_uv
20190617,,cache.baiducontent.com,6,6
20190616,,article.jumeinet.com,2,1
20190619,,docs.qq.com,98,26
20190614,iphone,www.google.co.jp,116,107
20190620,,ainlp.oa.com,20,3
20190619,,www.gnet.com.cn,1446,32
20190620,,kuaidi100.com,1,1
20190614,iphone,www.cjmjw.cn,1,1
20190618,,policy.news.webdev.com,2,1
20190615,android,3gimg.qq.com,2,2
20190617,,wx.qq.com,97,28
20190619,android,zb.mangsou.com,336,29
20190616,,www.wenfangmedia.com,1,1
20190617,,pic.sogou.com,5,5
20190617,,106.12.98.228,1,1
20190620,iphone,m.facebook.com,4,4
20190618,,m.zhandou168.com,1,1
20190618,,www.google.co.id,1,1
20190617,,skynet.qq.com,2674,94
20190619,android,cnews.qq.com,784,650
20190620,,ln.qq.com,18,18
20190620,,cz.admin.weibo.com,23,15
20190619,android,search.weixin.qq.com,3,2
20190618,iphone,weixin.cos.99.com,4,4
20190615,iphone,www.youtube.com,1,1
20190619,,admin.mobile.webdev.com,11,1
20190618,android,10.0.0.1,1,1
20190620,iphone,www.google.de,27,25
20190614,android,www.google.ca,20,19
20190619,,pilot.cdposs.qq.com,5,3
20190617,,h5.qzone.qq.com,16,5
20190617,,www.cyyun.com,7,4
20190615,,www.yingjunfalan.com,1,1
20190616,iphone,www.google.be,7,5
20190614,,new.qq.com,1,1
20190617,,ddd.xinhuaenews.com,1,1
20190615,iphone,www.google.co.kr,22,18
20190615,,manage.news.wsd.com,98,1
20190615,android,s3.01-123.com,1,1
20190617,,www.google.com.,1,1
20190618,,page.ninja.webdev.com,1,1
20190619,,www.tuishifu.cn,1,1
20190617,,192.168.1.186,1,1
20190617,,baowen.xhh.com,2369,78
20190616,android,m.sp.sm.cn,27,27
20190615,,image.so.com,50,45
20190616,iphone,gd.qq.com,6,2
20190617,,www.qingyushuju.com,9,1
20190620,,xixiang.avosapps.us,1,1
20190614,android,coral.qq.com,14,12
20190617,,www.cjmjw.cn,8,4
20190614,,bbs.99.com,1,1
20190617,android,www.google.fr,5,5
20190620,,hk.images.search.yahoo.com,1,1
20190620,,ent.sina.com.cn,1,1
20190620,android,sxyh.yncash.com.cn,1,1
20190617,,adm.zzbdf.com,267,6
20190617,,dev.crm.om.webdev.com,2,2
20190618,,luzhou.yuqing.pro,1,1
20190620,,www.imooc.com,1,1
20190618,iphone,www.google.dk,1,1
20190616,android,m.baidu.com,71781,66447
20190618,iphone,m.baidu.com,29886,27372
20190616,,wap.sogou.com,154,147
20190615,android,jmqmil.sina.cn,2,2
20190618,android,static.scloud.letv.com,1,1
20190615,android,ptt.int800.com,1,1
20190616,,sxyh.yncash.com.cn,1,1
20190615,iphone,www.google.ca,320,298
20190614,android,1.1.1.3,69,47
20190620,,www.letsnada.com,1,1
20190614,,pic.sogou.com,5,5
20190617,android,m.gdt.qq.com,6,6
20190614,iphone,m.douban.com,4,3
20190618,iphone,m.sm.cn,146,145
20190620,,www.bianji.net,10,5
20190618,,www.itudun.com,1,1
20190616,,www.weiyun.com,3,1
20190620,,www.google.ch,5,3
20190618,,www.google.com.au,35,34
20190616,,mkoubei.baidu.com,2,1
20190617,,infoop.wsd.com,2,1
20190620,,yulin.topic.yuqing.pro,1,1
20190620,,web.mbd.test.fzyun.io,1,1
20190618,,www.brightdairy.com,1,1
20190618,,zhouzhipolice.yuqing.pro,1,1
20190616,android,langfang.luckyopo.com,1,1
20190615,android,zs.tjcu.edu.cn,1,1
20190615,android,www.axhu.edu.cn,3,1
20190618,iphone,www.google.co.uk,77,67
20190614,,blog.sina.com.cn,4,2
20190620,iphone,www.google.com.tw,413,370
20190614,,mail.hongzhoukan.com,1,1
20190619,android,www.google.it,10,9
20190617,,www.jianshu.com,2,2
20190617,,www.lifwatch.com,1,1
20190620,,pzhmiyi.yuqing.pro,1,1
20190619,,8989118.com,6,4
20190618,android,media.weibo.cn,1,1
20190614,,ga.gl.yl.xj.yuqing.pro,1,1
20190617,iphone,link.zhihu.com,1,1
20190619,,skynet.qq.com,2699,93
20190616,,cdposs.webdev.com,40,5
20190619,,127.0.0.1,19,2
20190617,,st.so.com,1,1
20190620,iphone,www.damingpai.com,1,1
20190617,android,10.64.18.1,1,1
20190615,,taobao.com,2,2
20190619,iphone,getpocket.com,1,1
20190620,android,175.46.1.2,1,1
20190618,android,10.1.1.1,1,1
20190616,android,m.weibo.cn,68,63
20190619,,zsb.chd.edu.cn,4,4
20190616,,jsproxy.ga,1,1
20190614,,www.rzgd.com,1,1
20190614,,web.wps.cn,1,1
20190615,iphone,t.co,1,1
20190616,,www.wangid.com,1,1
20190617,android,bbs.pinggu.org,1,1
20190620,iphone,m.sm.cn,128,119
20190617,android,m.yz.sm.cn,144,129
20190616,,ydcg.cpylss.com,40,9
20190618,,api.vcdiandian.com,1,1
20190614,android,qzs.qq.com,13,6
20190616,android,www.google.co.jp,3,3
20190616,,smartbox.html5.qq.com,1,1
20190614,iphone,www.google.com.co,1,1
20190617,,blog.csdn.net,9,8
20190617,,nativeapp.toutiao.com,1,1
20190618,iphone,www.google.cl,2,2
20190614,iphone,www.google.com.br,6,4
20190617,android,zs.tjcu.edu.cn,1,1
20190615,,localhost,1,1
20190615,android,1.1.1.1,1,1
20190617,android,www.cduestc.cn,1,1
20190620,,zl.pl.gs.yuqing.pro,2,1
20190615,android,so.m.sm.cn,5992,5590
20190615,,github.com,11,11
20190614,iphone,www.google.co.nz,33,32
20190618,,wm.wisers.com,1,1
20190614,,180.97.80.155,1,1
20190617,iphone,www.google.hu,1,1
20190620,,localhost,5,2
20190614,iphone,www.ys121.com,2,1
20190615,iphone,wapbaike.baidu.com,1,1
20190614,,changancar.gstai.com,1,1
20190619,android,isoyu.com,1,1
20190616,,pushsys.wsd.com,17,3
20190614,,cpo.sparta.html5.qq.com,7,3
20190619,,www.google.gr,1,1
20190615,,www.kbklm.com,1,1
20190616,android,www.wangid.com,7,7
20190620,iphone,www.google.ch,4,4
20190620,iphone,www.google.com.br,1,1
20190620,,ga.mgt.ks.xj.yuqing.pro,1,1
20190619,iphone,pub.idqqimg.com,3,3
20190620,,fk.jc.xj.yuqing.pro,2,2
20190614,,baike.so.com,2,2
20190620,,www.hcyp.com.cn,2,1
20190617,,www.google.com.hk,421,386
20190618,iphone,www.google.ca,273,241
20190614,,skynet.qq.com,2613,91
20190617,,m.facebook.com,1,1
20190615,,translate.googleusercontent.com,9,6
20190619,android,m.yeeyi.com.cn,1,1
20190619,,mail.google.com,1,1
20190618,,www.1yuqing.com,2,1
20190618,,www.google.com,4074,3864
20190614,,vyi.wangzherongyao.cn,2542,31
20190618,,www.zhipin.com,1,1
20190617,,192.168.1.105,1,1
20190616,,sys.xunku.org,3,3
20190616,android,zz.xilesou.287865.com,1,1
20190615,,img.so.wjbaike.site,1,1
20190619,,gd.qq.com,430,290
20190620,,docs.qq.com,116,24
20190615,,bangthink.ruanwenpu.com,1,1
20190618,,military.china.com,1,1
20190617,,s.weibo.com,218,198
20190618,,www.yqt365.com,18,12
20190620,,www.hljga.gov.cn,8,5
20190615,iphone,m.weibo.cn,23,20
20190620,android,www.xinwenvip.com,2,1
20190614,,nu.g3user.com,8,5
20190618,,www.biguiyuanvip.com,5,2
20190619,android,m.liebao.cn,1,1
20190618,,www.v2ex.com,1,1
20190619,,www.newsmth.net,4,2
20190619,,59.61.95.99,1,1
20190618,,vrep.prnewswire.com,2,1
20190618,,10.99.206.196,2,1
20190617,iphone,lidun.onsys.org,1,1
20190620,,www.leemei.cn,14,3
20190619,,manage.news.wsd.com,358,1
20190615,iphone,www.google.pl,2,2
20190619,,www.huaxianiu.com,3,2
20190620,,aubretiadancestudio.com,1,1
20190620,,vyi.wangzherongyao.cn,612,23
20190620,,shunya.gstai.com,3,3
20190614,iphone,www.google.ch,4,4
20190614,,sys.xunku.org,11,8
20190614,,cop.om.webdev.com,1,1
20190615,iphone,medium.com,1,1
20190618,android,10.91.200.211,3,3
20190620,,ga.qt.jc.xj.yuqing.pro,1,1
20190617,,www.jjg630.com,1,1
20190618,,www.ruantuiguang.com,5,1
20190614,android,quark.sm.cn,355,339
20190616,,www.yqt365.com,3,3
20190617,,www.jfyf.com,2,2
20190618,,live.qq.com,1,1
20190616,android,m.douban.com,1,1
20190614,,bw.wangzherongyao.cn,7,1
20190616,,m.sogou.com,369,341
20190614,iphone,www.google.co.uk,96,90
20190615,,www.google.com.sg,33,30
20190619,android,m5.baidu.com,9,7
20190618,,www.cjzzc.com,1,1
20190616,iphone,3g.sogou.com,1,1
20190619,,www.bianji.net,7,5
20190620,,10.150.85.35,2,1
20190618,,www.zhaomedia.cn,2,2
20190618,,prime-intra.net,1,1
20190620,android,192.168.2.254,1,1
20190617,iphone,m.sm.cn,105,105
20190618,,ga.zt.yn.topic.yuqing.pro,2,1
20190619,,ga.jt.jq.gs.yuqing.pro,1,1
20190619,,www.google.co.il,1,1
20190614,iphone,mp.weixin.qq.com,1,1
20190615,android,\N,47,43
20190620,,p.cms.webdev.com,175,39
20190620,android,m.search.tiaomu.com,3,3
20190617,iphone,search.weixin.qq.com,1,1
20190616,android,www.hljga.gov.cn,3,3
20190617,,www.chuanmeijidi.com,1,1
20190614,android,fj.qq.com,1,1
20190617,,rec.webdev.com,6,3
20190619,android,forums.hardwarezone.com.sg,1,1
20190618,,lx.meijiequan.com,1,1
20190619,,internal.yuqing.pro,24,3
20190620,,task.www.sogou.com,1,1
20190617,,www.so.com,914,884
20190615,,www.dtzhuanjia.com,2,2
20190618,iphone,m.yz.sm.cn,1,1
20190620,,dreamreader.webdev.com,4,3
20190615,iphone,www.google.az,1,1
20190615,android,www.ynjgy.com,1,1
20190614,android,mp.weixinbridge.com,39,37
20190620,iphone,m.live.qq.com,1,1
20190615,iphone,detail.chiebukuro.yahoo.co.jp,2,1
20190620,,qiji.mmtgcfvm.cn,1,1
20190617,android,m.facebook.com,7,7
20190614,android,mobile.gsdata.cn,1,1
20190616,,www.google.ru,3,3
20190615,iphone,r.search.yahoo.com,1,1
20190618,,www.so.com,924,877
20190619,,v4.normandy.baidu.com,3,2
20190618,,dreamreader.webdev.com,13,5
20190620,,www.google.com.tr,1,1
20190614,android,3g.sogou.com,1,1
20190617,,jiameng.db.house.qq.com,1,1
20190614,,topic.istv.com.cn,1,1
20190617,android,cnews.qq.com,1215,995
20190617,iphone,www.google.com.hk,710,647
20190618,,www.google.com.sg,25,22
20190617,android,zh.m.wikipedia.org,2,2
20190619,android,c.tieba.baidu.com,3,3
20190615,,sys.xunku.org,8,5
20190614,iphone,www-360doc-cn.mipcdn.com,4,3
20190614,,accuity.worldcompliance.com,2,2
20190617,,awati.aks.xj.yuqing.pro,1,1
20190620,,www.fagaoba.com,1,1
20190616,,so.om.webdev.com,1,1
20190620,,ga.hy.bygl.xj.yuqing.pro,2,1
20190620,,www.youtube.com,2,2
20190614,,www.zzsmida.cn,1,1
20190616,iphone,www.google.de,64,62
20190620,,221.212.95.41,3,3
20190618,,www.google.co.kr,7,5
20190615,,kx.danews.cc,1,1
20190617,android,www.wangid.com,4,3
20190620,,www.google.com.br,1,1
20190617,,www.wenlvnews.com,1,1
20190620,android,yandex.ru,3,3
20190619,,yulin.yuqing.pro,1,1
20190615,android,view.inews.qq.com,175,161
20190619,android,\N,45,41
20190614,,meijiehz.com,16,4
20190617,android,3gimg.qq.com,2,2
20190619,,tzbank.gmnc.org.cn,1,1
20190616,,dxo.xilesou.287865.com,1,1
20190615,android,10.255.255.2,1,1
20190617,android,www.google.de,5,5
20190614,,www.google.com.ph,1,1
20190617,,exec.miaojian.net,4,1
20190618,,syn2.map.qq.com,1,1
20190619,,k.inews.webdev.com,11,2
20190619,,casestudy.wsd.com,17,6
20190615,,wxtc.vip450.com,1,1
20190620,android,www.myzaker.com,7,1
20190616,android,qq.287865.gugeeseo.com,1,1
20190617,,crm.wuhannb.cn,3,1
20190619,,www.google.fi,1,1
20190616,android,1.1.1.3,24,20
20190620,,yuqing.zhiweidata.com,34,19
20190615,,js.qq.com,4,4
20190615,,filecheck.360doc.com,2,2
20190617,,liebao.jfyf.com,3,2
20190615,,test.wangzherongyao.cn,179,7
20190614,android,www.google.com.my,12,11
20190620,,www.yigaoba.com,4,3
20190616,,wxn.qq.com,1,1
20190617,android,www.google.co.in,1,1
20190619,,event.topbase.oa.com,2,1
20190619,,hl.yc.nx.topic.yuqing.pro,1,1
20190620,,admin.sipaphoto.com,12,2
20190620,iphone,www.google.co.nz,33,29
20190614,,sns.qzone.qq.com,17,7
20190614,android,www.google.com.au,13,13
20190617,,v3.visionow.com,1,1
20190619,,meijiehezi.com,3,3
20190617,android,api.m.sm.cn,1,1
20190617,,192.168.1.187,253,253
20190615,,zy.sc.yuqing.pro,1,1
20190614,,704.yuqing.pro,2,2
20190617,,ydy.ydjai.com,2,1
20190619,android,fl.gytalon.com,2,2
20190614,,www.xit.edu.cn,1,1
20190619,,125.35.11.61,1,1
20190620,android,m.sm.cn,608,578
20190618,android,c.tieba.baidu.com,10,10
20190620,,baidu.com,5,5
20190620,,toutiao,1,1
20190620,android,ga.rx.zg.sc.yuqing.pro,1,1
20190617,android,cn.bing.com,24,23
20190619,,huaban.com,1,1
20190620,,hjenglish.com,1,1
20190615,iphone,cd.qq.com,9,2
20190619,,test.cnews.webdev.com,1,1
20190619,android,westudy.3g.qq.com,2,2
20190615,iphone,file686f724d03af.h5sys.cn,1,1
20190615,android,www.google.com.ar,1,1
20190619,,m.weibo.cn,7,5
20190615,android,172.22.63.1,1,1
20190618,,174.127.195.180,1,1
20190619,,ga.cx.cz.he.yuqing.pro,1,1
20190620,,kuai百度,120,72
20190619,,www.google.nl,5,3
20190618,,180.97.80.128,1,1
20190615,android,172.16.1.2,1,1
20190616,android,api.m.sm.cn,2,1
20190614,,www.google.com.tw,127,107
20190616,,www.51taojinge.com,2348,202
20190616,,task.yeeyan.org,56,18
20190618,android,m.image.so.com,1,1
20190617,,inside.kbanquan.com,1,1
20190617,iphone,www.google.com.ph,3,3
20190617,,mail.hichina.com,1,1
20190616,android,www.google.es,2,2
20190614,,warning.51wyq.cn,4,2
20190615,android,www.fu-rong.cn,1,1
20190618,android,koubei.baidu.com,1,1
20190616,iphone,www.google.cl,1,1
20190620,,ga.cx.cz.he.yuqing.pro,1,1
20190615,,judge1.internal.yuqing.pro,23,6
20190618,,qq.com,1,1
20190618,,lego.wsd.oa.com,16,2
20190618,,www.hualongxiang.com,4,4
20190620,,ef.zhiweidata.com,8,5
20190620,,www.xinwenyuan.com,2,2
20190616,,xinhe.aks.xj.yuqing.pro,1,1
20190614,,www.btcmoney.wang,1,1
20190618,iphone,www.google.com.ph,7,6
20190617,,eastmoney.com,1,1
20190617,,wm.wisers.com,1,1
20190619,android,m.yz.sm.cn,125,115
20190616,android,www.google.com.au,17,16
20190614,,yq.wxtyq.com,3,3
20190614,,124.205.180.98,31,16
20190618,iphone,url.cn,3,3
20190618,Unknown,www.google.com.hk,1,1
20190618,iphone,mp.weixin.qq.com,1,1
20190619,,xa911.cn,1,1
20190614,,www.google.com.kh,1,1
20190616,android,fj.qq.com,1,1
20190620,android,cnews.qq.com,893,743
20190618,,www.google.ca,76,68
20190619,,localhost,6,3
20190619,iphone,m.facebook.com,8,7
20190615,,www.gxlhstjt.com,1,1
20190618,,10.20.10.241,1,1
20190614,android,m.so.com,392,372
20190620,iphone,ts2.m.sm.cn,1,1
20190616,,124.205.180.98,17,10
20190620,,media.yunshizhi.com,9,2
20190617,,www.ifagou.com,1,1
20190620,,www.gmnc.org.cn,2,2
20190616,,www.wobei.org,3,3
20190618,iphone,www.google.se,4,4
20190616,,www.linkgou.com,1,1
20190617,,r.search.yahoo.com,2,2
20190617,,www.51taojinge.com,3629,217
20190617,,192.168.15.11,3,2
20190620,,adm.bjtxmj.com,70,2
20190615,,work.mediakuang.com,7,1
20190617,,eis.byd.com.cn,1,1
20190618,android,m.so.com,413,402
20190616,android,www.google.com.hk,113,107
20190620,android,feed.theta.sogou.com,47,23
20190618,iphone,mp.weixinbridge.com,18,18
20190617,,www.niuquaner.com,13,5
20190620,iphone,v5.rabbitpre.com,1,1
20190619,,www.zmedia.com,66,4
20190617,,so.om.webdev.com,21,2
20190616,,cs.fiplus.cn,1,1
20190614,iphone,m.baidu.com,29340,27092
20190614,,m.sogou.com,321,297
20190614,,www.google.com.sg,24,24
20190620,android,www.zhihu.com,1,1
20190618,,vyi.wangzherongyao.cn,1170,26
20190620,,www.cjmjw.cn,4,4
20190614,android,www.google.pl,1,1
20190616,,lite.push.webdev.com,15,2
20190617,android,6.6.6.6,2,2
20190619,,pclady.com.cn,1,1
20190620,iphone,m.baidu.com,30975,27655
20190619,,www.qq.com,512,490
20190619,,www.lockv.com,1,1
20190614,,admin.sina.cn,1,1
20190614,,yq.sx.topic.yuqing.pro,1,1
20190618,android,www.wangid.com,6,6
20190615,,yuqing.zhiweireach.com,6,2
20190617,,www.huojianhao.com,3,1
20190619,,search.myway.com,1,1
20190619,iphone,www.google.ca,294,250
20190616,iphone,www.google.co.jp,117,109
20190619,,tongchuan.yuqing.pro,3,2
20190619,,www.gz5055.com,1,1
20190615,,link.zhihu.com,8,6
20190620,,admin.sina.cn,1,1
20190617,android,www.google.com.my,17,16
20190618,iphone,arcfox.adpr365.com,1,1
20190617,,discourse.brainpp.cn,1,1
20190617,,www.hdpfans.com,1,1
20190620,,smartbox.html5.qq.com,3,1
20190620,,www.huiyumedia.com,9,3
20190615,android,www.google.com.au,12,11
20190614,,www.douban.com,4,4
20190617,android,fj.qq.com,2,2
20190620,,mail.gasgoo.com,1,1
20190615,,www.yq.mhxxkj.com,1,1
20190616,iphone,www.google.co.za,2,2
20190619,,badcase.wsd.com,7,3
20190616,,mooc1-2.chaoxing.com,2,2
20190620,android,url.cn,4,4
20190619,,172.16.252.236,3,2
20190615,iphone,www.google.fi,2,2
20190616,,audit.mp.sohuno.com,5,1
20190620,android,m.aabnl.cn,18,5
20190620,,mat1.gtimg.com,1,1
20190618,,www.google.se,1,1
20190618,,shunya.gstai.com,2,2
20190619,,192.168.1.1,1,1
20190614,iphone,xw.qq.com,2,1
20190619,,wizard2.webdev.com,2,1
20190618,,news.wsd.com,2,1
20190614,android,h5.xyookj.com,1,1
20190617,android,weiyingxiao.org.cn,2,1
20190615,iphone,www.google.be,8,6
20190618,,www.cyyun.com,2,1
20190617,iphone,tw.images.search.yahoo.com,1,1
20190619,,api.vcdiandian.com,1,1
20190618,,sxyh.yncash.com.cn,3,1
20190618,,yuqing.ipscg.com,2,2
20190617,,www.xinwenvip.com,5,3
20190618,,admin.9113.com.cn,1,1
20190618,android,www.yigaoba.com,2,1
20190614,,mooc1-2.chaoxing.com,1,1
20190620,android,quark.sm.cn,372,362
20190620,,test.wangzherongyao.cn,86,8
20190617,iphone,wap.sogou.com,100,97
20190614,,p.cms.webdev.com,148,29
20190619,,admin.jin.yuqingjc.com,2,2
20190618,iphone,zb.mangsou.com,5,3
20190618,,hb.qq.com,1,1
20190616,,lintongpolice.yuqing.pro,1,1
20190620,iphone,m.douban.com,1,1
20190616,android,zh.m.wikipedia.org,1,1
20190618,,www.loveuv.com,1,1
20190617,,mail.163.com,229,1
20190614,android,m.yz.sm.cn,138,133
20190617,,p.kp.webdev.com,2558,46
20190615,iphone,link.zhihu.com,1,1
20190614,,180.97.80.205,3,2
20190620,android,ts1.m.sm.cn,1,1
20190614,,policy.news.webdev.com,3,1
20190616,,www.so.com,782,749
20190618,,785.yuqing.pro,1,1
20190614,,eis.byd.com.cn,1,1
20190617,,nhw.51shengyu.cn,1,1
20190620,,g3.luciaz.me,1,1
20190620,,www.pinterest.co.kr,3,2
20190614,,qiji.snfsmmaj.cn,2,2
20190618,iphone,www.meijiehezi.com,1,1
20190618,,iqiyi.com,2,2
20190618,,976.yuqing.pro,1,1
20190619,,cem.maixunbytes.com,1,1
20190616,,tools.int800.com,165,18
20190617,android,1.1.1.2,30,26
20190619,iphone,www.google.co.nz,37,33
20190619,,tools.int800.com,258,44
20190618,,www.meijiequan.com,14,9
20190616,android,www.google.co.uk,9,6
20190617,,dyx.njqhjy.net,10,1
20190618,,cebbank.yncash.com.cn,1,1
20190617,,120.221.95.34,1,1
20190618,,yuqing.dz11.com,5,4
20190614,,716.yuqing.pro,2,1
20190618,android,smartbox.html5.qq.com,20,11
20190620,,www.cpanet.cn,20,16
20190615,android,m.sohu.com,2,2
20190614,,rc.qzone.qq.com,1,1
20190620,,search.1-3.org,1,1
20190619,android,t.cn,3,3
20190619,,bbs.vivo.com.cn,1,1
20190614,iphone,sy.trs.net.cn,1,1
20190618,android,10.64.242.238,2,2
20190619,,jc.danews.cc,7,3
20190617,iphone,www.lookmobi.com,3,2
20190615,,mail.qq.com,13,5
20190618,android,m.daysou.com,1,1
20190618,iphone,www.google.com.vn,2,1
20190619,,174.127.195.69,1,1
20190618,,www.google.co.th,1,1
20190616,,hzga.yuqing.pro,2,2
20190614,android,www.bing.com,1,1
20190619,,search.yahoo.co.jp,1,1
20190617,,zigong.yuqing.pro,3,2
20190616,android,cnews.qq.com,310,260
20190616,android,url.cn,6,6
20190618,android,m.ll32.cn,1,1
20190619,,www.openurls.com.cn,489,11
20190617,,test.wangzherongyao.cn,106,6
20190620,,www.hualongxiang.com,5,1
20190620,,kuaichuan.net.cn,1,1
20190619,,yuyang.yuqing.pro,1,1
20190617,,news.ygu.edu.cn,1,1
20190617,iphone,www.google.nl,4,3
20190618,android,www.sogou.com,3,3
20190620,,mt.chinaz.com,2,1
20190618,,www.iqiyismart.com,1,1
20190616,,yuqing.gsdata.cn,15,10
20190619,iphone,m.weibo.cn,15,12
20190617,android,www.eqsc.gov.cn,2,2
20190616,android,172.19.1.101,2,1
20190616,android,cse.google.com,2,1
20190620,,app.myzaker.com,1,1
20190619,,www.miui.com,1,1
20190615,,yuq.rednet.cn,1,1
20190617,iphone,www.baidu.com,23,22
20190620,,easy.rightknights.com,25,2
20190620,,1.1.1.3,2,2
20190620,,syn2.map.qq.com,4,4
20190615,,article.om.webdev.com,4,2
20190618,,admin.e-press.com.cn,1,1
20190615,,zhidao.baidu.com,3,3
20190618,,10.175.99.199,1,1
20190619,,vip.nnxun.cn,1,1
20190616,iphone,www.google.com.au,276,256
20190614,,www.newsmedia.cc,1,1
20190615,,baike.baidu.com,2,2
20190616,iphone,www.xit.edu.cn,1,1
20190618,,gaoling.yuqing.pro,3,1
20190614,,www.ejianmedia.com,154,93
20190616,android,task.yeeyan.org,3,3
20190620,,ga.nc.cq.yuqing.pro,1,1
20190619,,meltwater.yqt365.com,1,1
20190618,iphone,ptt.int800.com,3,1
20190616,,skynet.qq.com,2847,84
20190618,,mmbiz.oa.com,55,10
20190614,android,www.google.it,6,5
20190614,,www.yigaoba.com,11,8
20190620,,meijiehz.com,24,7
20190619,,www.bangyiren.com,1,1
20190615,,bbs.cnhubei.com,1,1
20190614,android,tieba.baidu.com,18,16
20190614,,www.imooc.com,2,2
20190620,,vip.nnxun.cn,1,1
20190614,iphone,www.google.lu,2,1
20190615,iphone,www.google.nl,10,10
20190614,android,zixun.html5.qq.com,22,4
20190620,,h5.xyookj.com,3,1
20190615,,www.miui.com,1,1
20190618,,mp.weixinbridge.com,2,2
20190614,,b8f7d3e50981612b6b976b584249a367,2,1
20190615,android,m.lpmy8.cn,1,1
20190618,,zm.wangzherongyao.cn,32,1
20190618,,ga.ql.qhd.he.yuqing.pro,1,1
20190618,,ef.zhiweidata.com,1,1
20190614,,crm.om.webdev.com,349,33
20190618,,kabuda.vip,4,1
20190617,,yqt.mala.cn,1,1
20190619,,lcdp.gstai.com,1,1
20190620,,www.google.com.hk,344,311
20190618,,xinyouhua.cn,5,2
20190618,,guangan.yuqing.pro,1,1
20190619,android,www.weixinguanjia.cn,1,1
20190619,android,spread.shida.sogou.com,4,4
20190618,,info.corp.qihoo.net,13,2
20190614,,blog.sciencenet.cn,1,1
20190616,iphone,cd.qq.com,3,2
20190619,,cop.om.webdev.com,14,2
20190616,,yun.kouhaobang.com,1,1
20190615,android,jkwsy.xmvis.com,1,1
20190620,,www.cjzzc.com,1,1
20190619,,rwhk.prnasia.com,6,1
20190618,,yuqing.zhiweidata.com,39,24
20190615,,hn.qq.com,13,13
20190619,,mis.b.baidu.com,5,3
20190614,,www.huojianhao.com,2,1
20190616,android,medium.com,1,1
20190617,android,192.168.254.1,1,1
20190620,,mp.toutiao.com,1,1
20190619,,bbs.runbible.cn,1,1
20190620,iphone,zhidao.baidu.com,3,2
20190619,,www.rgyun.com,1,1
20190620,android,pic.sogou.com,14,12
20190619,,g.hamflx.cn,2,2
20190616,android,dxo.xilesou.287865.com,1,1
20190619,iphone,www.hljga.gov.cn,1,1
20190617,,ga.jt.jq.gs.yuqing.pro,1,1
20190619,,topic.istv.com.cn,1,1
20190620,,180.97.81.68,1,1
20190620,,www.google.com.au,33,33
20190617,,ga.yz.ty.sx.yuqing.pro,1,1
20190619,android,m.search.tiaomu.com,1,1
20190618,iphone,www.zjc.edu.cn,3,1
20190615,,10.20.10.241,2,2
20190618,,hzga.yuqing.pro,3,1
20190614,,snp.oa.com,87,9
20190617,android,192.168.101.3,1,1
20190618,,dongdian.k-it.cn,1,1
20190617,,h.hylanda.com,1,1
20190617,android,caup.cn,1,1
20190619,iphone,wap.sogou.com,86,80
20190618,,www.yuqingzhanxian.com.cn,1,1
20190619,,linweipolice.yuqing.pro,2,1
20190614,,9.24.140.7,306,2
20190619,,hdwl.yqt365.com,13,2
20190614,iphone,www.qq.com,3,3
20190615,,www.hinews.cn,1,1
20190614,,volvo.meicloud.com,1,1
20190620,android,m.baidu.com,63547,58886
20190615,android,www.google.com,4333,4035
20190619,,m.sm.cn,19,19
20190617,android,www.dalingchuanmei.com,4,1
20190614,,linkgou.com,6,5
20190620,,sina.com.cn,1,1
20190619,,ybgaoxian.yuqing.pro,1,1
20190620,,www.xsyqlink.com,1,1
20190614,,192.168.1.187,125,125
20190620,,xn--kuai-jn2hx43j,226,127
20190617,,www.openurls.net,2,1
20190615,,yibin.yuqing.pro,1,1
20190618,,data.fiplus.cn,2,1
20190618,,vip.jingxihudong.com,1,1
20190620,,www.yq.mhxxkj.com,1,1
20190617,iphone,ptt.int800.com,2,1
20190618,,pushsys.wsd.com,26,5
20190618,,kuaipao.webdev.com,31,2
20190620,iphone,r.search.yahoo.com,1,1
20190615,android,m.7624.net,2,2
20190619,,hn.qq.com,33,33
20190618,android,m.facebook.com,7,7
20190618,android,3gimg.qq.com,5,5
20190616,android,new.ihang360.com,3,1
20190614,iphone,www.google.com.pa,2,1
20190618,,event.topbase.oa.com,44,4
20190614,android,site.douban.com,1,1
20190615,,www.baidu.com,10722,10064
20190616,,image.so.com,60,56
20190619,iphone,tv.cctv.com,1,1
20190616,,geek.coral.qq.com,125,29
20190614,,bazhongpolice.yuqing.pro,1,1
20190618,,ithelp.ithome.com.tw,1,1
20190619,iphone,mp.weixinbridge.com,7,7
20190614,,cnews.webdev.com,1,1
20190616,iphone,www.google.com.mx,5,5
20190615,iphone,ptt.int800.com,1,1
20190615,,xn--kuai-jn2hx43j,93,53
20190615,android,blog.sina.cn,4,4
20190620,android,login.sina.com.cn,1,1
20190619,android,app.myzaker.com,1,1
20190616,android,www.google.com.sg,15,15
20190620,android,www.google.ie,1,1
20190618,iphone,gd.qq.com,1,1
20190619,iphone,www.google.ru,3,3
20190619,,yuqing.souyidata.com,1,1
20190614,android,10.10.0.3,1,1
20190617,,defensor.baidu.com,1,1
20190618,android,www.google.de,6,6
20190614,,www.linkgou.com,39,12
20190618,iphone,\N,2,2
20190620,,android-blog.guahao-test.com,1,1
20190617,,audit.mp.sohuno.com,3,2
20190614,,dxo.xilesou.287865.com,1,1
