p_date,sostype,refer_domain,pv,page_uv
20190616,android,3g.china.com,10,10
20190620,,www.linkgou.com,64,16
20190619,,ty.sx.yuqing.pro,1,1
20190620,,clip.dida1x.cn,1,1
20190620,,rec.webdev.com,12,4
20190614,android,www.google.co.id,1,1
20190617,iphone,member.cht.com.tw,1,1
20190620,android,gugeji.com,1,1
20190619,android,m.sm.cn,602,571
20190619,android,m.sohu.com,2,2
20190618,,js.qq.com,14,14
20190614,,wemedia.webdev.com,3,2
20190614,,www.cjzzc.com,1,1
20190616,,kbnews.webdev.com,75,7
20190616,,joeyhc.blogspot.com,1,1
20190619,,kuche.aks.xj.yuqing.pro,1,1
20190618,android,www.google.com.hk,86,83
20190619,iphone,search.yahoo.co.jp,9,7
20190618,,search.tiaomu.com,1,1
20190617,android,www.google.co.jp,4,4
20190614,,agent.fagaoba.com,2,1
20190620,,wl.bygl.xj.yuqing.pro,1,1
20190620,android,om.qq.com,2,1
20190620,android,www.ys121.com,1,1
20190620,,xinyouhua.cn,2,2
20190615,,bbs.wenxuecity.com,1,1
20190618,android,172.16.6.2,1,1
20190617,,wemedia.webdev.com,36,3
20190617,,www.cpanet.cn,19,12
20190617,,www.lvluonews.com,1,1
20190620,android,192.168.135.250,1,1
20190619,android,10.1.1.1,1,1
20190619,iphone,qzs.qq.com,1,1
20190619,,isp.oa.com,15984,148
20190617,android,coral.qq.com,12,10
20190620,,m.sm.cn,16,16
20190618,iphone,www.google.kz,1,1
20190617,,ga.jz.hs.he.yuqing.pro,1,1
20190617,,yz.m.sm.cn,3,2
20190616,,ef.zhiweidata.com,3,2
20190618,android,feed.theta.sogou.com,30,24
20190618,,audit.cms.webdev.com,82,9
20190620,iphone,www.google.com.ar,1,1
20190618,,180.97.81.7,1,1
20190617,,10.51.143.176,226,1
20190620,,cq.qq.com,496,376
20190618,android,www.google.com.tw,28,25
20190614,,kp.webdev.com,601,60
20190616,iphone,m.weibo.cn,29,29
20190615,,ga.ddk.cq.yuqing.pro,4,1
20190615,iphone,www.google.com.pa,2,2
20190620,android,10.31.128.1,3,2
20190614,,www.265g.com,1,1
20190619,,qingbao.dzwww.com,2,2
20190616,,ls.meijiehang.com,1,1
20190620,,wei90.wangzherongyao.cn,166,5
20190619,,222.216.195.154,3,1
20190617,android,10.1.2.1,1,1
20190615,iphone,www.hdpfans.com,1,1
20190616,,www.qq.com,1579,1302
20190614,iphone,www.google.ca,280,250
20190618,,www.ejianmedia.com,166,93
20190617,android,1.1.1.3,65,54
20190617,android,2.2.2.2,2,2
20190617,,mmbiz.oa.com,74,21
20190620,android,10.91.200.211,2,2
20190619,iphone,new.ihang360.com,3,2
20190620,android,a.gzcn86.cn,1,1
20190617,android,192.168.22.1,1,1
20190614,,mp.weixinbridge.com,5,3
20190617,,palife.focuxy.com,1,1
20190617,,cq02-ps-beehive-spinoff270.cq02.baidu.com,1,1
20190616,,www.jilinyuqing.cn,1,1
20190616,,ddd.xinhuaenews.com,1,1
20190617,,jc.danews.cc,3,1
20190617,,www.baidu.com,14520,13697
20190615,,www.google.ca,73,73
20190619,,l.facebook.com,9,7
20190614,,search.yahoo.co.jp,4,4
20190615,android,m.dgngnv.cn,1,1
20190616,,www.meitibijia.com,1,1
20190620,,yuqing.gsdata.cn,43,29
20190618,iphone,view.inews.qq.com,51,44
20190619,,wiki.haikeyingzhou.com,2,1
20190619,android,task.yeeyan.org,7,2
20190619,,prime-intra.net,7,1
20190620,,ptt.int800.com,1,1
20190617,,m.sm.cn,7,7
20190618,android,quark.sm.cn,407,389
20190618,android,zixun.html5.qq.com,17,5
20190618,android,go.115.com,1,1
20190618,,crawler.oa.com,1,1
20190614,android,msmcfgn9de5fd26dff.dlmndjk.com,1,1
20190620,,tsa.oa.com,1,1
20190617,,127.0.0.1,4,1
20190614,,caup.cn,1,1
20190617,,www.xtxyz.com,1,1
20190614,iphone,bbs.wenxuecity.com,1,1
20190620,android,s.weibo.com,1,1
20190618,iphone,translate.googleusercontent.com,4,1
20190614,,ads.fengshizili.com,13,1
20190614,android,www.google.co.nz,1,1
20190614,,puzzle.oa.com,3,1
20190619,android,111.208.95.174,1,1
20190618,android,wxn.qq.com,1,1
20190617,android,www.gz5055.com,1,1
20190617,,crm.om.webdev.com,675,45
20190620,,pubg.qq.com,5,3
20190616,iphone,view.inews.qq.com,33,30
20190619,android,www.google.de,5,4
20190616,android,www.google.de,7,7
20190620,android,www.youtube.com,3,2
20190615,,tansuo233.com,1,1
20190616,,cache.baiducontent.com,5,5
20190620,,cap.qq.com,3,2
20190618,,ybjiangangongan.yuqing.pro,1,1
20190618,,cd.qq.com,3628,1816
20190619,,github.com,19,19
20190617,,ga.hhq.kz.xj.yuqing.pro,6,1
20190619,,nmis.baijiahao.baidu.com,116,6
20190618,android,search.yahoo.co.jp,5,4
20190614,,www.ishujubao.com,5,2
20190618,,www.yizhuan5.com,1,1
20190617,,shop.cdposs.qq.com,4250,29
20190618,,l.facebook.com,19,17
20190614,,dayu.webdev.com,22,12
20190618,android,yuq.rednet.cn,1,1
20190618,,122.5.18.194,1,1
20190617,,www.google.co.nz,7,6
20190619,,www.pinterest.co.uk,2,2
20190619,,qq.com,1,1
20190614,,jc.danews.cc,6,1
20190614,,rd.danews.cc,2,1
20190618,,www.zjc.edu.cn,7,1
20190620,,www.niuquaner.com,2,2
20190615,,www.cyyun.com,1,1
20190619,,om.cms.webdev.com,1,1
20190614,iphone,kuaibao.qq.com,809,356
20190617,,internal.yuqing.pro,15,5
20190615,iphone,news.qq.com,98,83
20190618,android,www.pinterest.com,2,2
20190617,android,c.tieba.baidu.com,4,3
20190617,,www.whatsonweibo.com,2,1
20190615,,www.qjcckdzf.com,3,1
20190614,,120.78.194.114,1,1
20190616,,www.3qphp.com,1,1
20190617,,kuai百度,87,51
20190618,android,view.inews.qq.com,144,140
20190618,android,m.sp.sm.cn,29,29
20190618,,rw.prnasia.com,1,1
20190620,,180.97.80.157,1,1
20190618,,www.tscmjt.com,6,5
20190616,iphone,www.google.kz,1,1
20190619,,124.152.76.22,1,1
20190620,,qhxiningpolice.yuqing.pro,1,1
20190614,,861.yuqing.pro,1,1
20190620,,baowen.xhh.com,2711,105
20190619,android,nativeapp.toutiao.com,5,5
20190619,,user.qzone.qq.com,17,16
20190620,,ga.awati.aks.xj.yuqing.pro,3,2
20190618,iphone,m.douban.com,3,3
20190617,android,m.chinapinjinamc.cn,1,1
20190615,,www.wemtk.com,6,2
20190619,iphone,m.qq.com,1,1
20190614,iphone,www.google.de,43,39
20190620,android,www.yuqing.pro,63,49
20190618,,copyright.om.webdev.com,1815,17
20190615,iphone,blog.sina.cn,5,4
20190616,iphone,www.google.pt,2,1
20190614,,isp.oa.com,12273,151
20190617,iphone,www.setn.com,1,1
20190620,,snp.oa.com,34,7
20190616,,dayu.webdev.com,6,3
20190616,android,om.qq.com,3,2
20190620,,mail.aliyun.com,1,1
20190617,iphone,zixun.html5.qq.com,1,1
20190617,iphone,m.sogou.com,1874,1760
20190618,,coral.qq.com,793,650
20190620,iphone,zh.m.wikipedia.org,4,3
20190620,android,cq.qq.com,3,3
20190615,android,653.yuqing.pro,1,1
20190614,,192.168.15.11,5,5
20190619,iphone,m.yz.sm.cn,3,2
20190619,,rwxt.tiejunjituan.com,5,4
20190620,,ar.pinterest.com,1,1
20190617,android,172.16.8.2,1,1
20190620,,www.lezgocamping.com,1,1
20190618,,my-media.haoshanxi.com,3,1
20190615,android,blog.csdn.net,1,1
20190617,,ln.qq.com,23,21
20190619,,180.97.80.119,1,1
20190618,iphone,www.google.nl,5,5
20190617,,g.quarkmed.com,1,1
20190618,,knowlesys.qnoddns.org.cn,2,1
20190618,,www.netinsight.com.cn,2,1
20190617,,forum.51nb.com,1,1
20190615,iphone,www.88804911.cn,1,1
20190617,,www.hljga.gov.cn,5,5
20190618,,ga.hh.cz.he.yuqing.pro,1,1
20190617,,gd.qq.com,519,332
20190618,iphone,www.google.co.nz,37,33
20190617,iphone,www.wangid.com,2,2
20190616,iphone,www.miui.com,1,1
20190614,iphone,www.google.ae,1,1
20190614,iphone,www.google.com.hk,671,602
20190615,,h.hylanda.com,1,1
20190620,,kbnews.webdev.com,90,11
20190617,,www.sqsyy.com,1,1
20190615,,info.corp.qihoo.net,11,1
20190614,iphone,baike.baidu.com,1,1
20190619,android,mp.weixinbridge.com,47,42
20190620,android,www.google.com.hk,102,95
20190614,,news.qq.com,42,32
20190616,iphone,xa911.cn,1,1
20190619,,task.yeeyan.org,75,27
20190620,android,zhidao.baidu.com,4,4
20190620,,nfyq.hzfanews.com,2,1
20190619,,www.google.ro,1,1
20190614,,yuqing.ipscg.com,3,3
20190614,android,zz.xilesou.287865.com,2,2
20190617,,ybgaoxiangongan.yuqing.pro,2,1
20190614,,transition.meltwater.com,7,5
20190618,,smartbox.html5.qq.com,1,1
20190619,,www.tscmjt.com,2,2
20190616,iphone,quark.sm.cn,83,82
20190618,android,www.google.ca,20,19
20190615,,m.facebook.com,2,1
20190618,,www.wemtk.com,19,6
20190619,,www.wemtk.com,4,1
20190616,android,10.96.19.2,1,1
20190616,,www.wenlvnews.com,2,1
20190619,android,www.yiyunbaike.com,1,1
20190618,,p.cms.webdev.com,178,33
20190617,,hn.qq.com,34,33
20190619,android,www.fu-rong.cn,1,1
20190618,,judge1.internal.yuqing.pro,26,6
20190618,android,192.168.10.252,1,1
20190618,,weixin.sogou.com,1,1
20190615,,m.sp.sm.cn,2,2
20190617,,bq.soso.oa.com,3,2
20190619,,m.chemm.com,1,1
20190617,,wvw.qe39.com,1,1
20190614,,yibin.yuqing.pro,2,1
20190614,,cebbank.yncash.com.cn,1,1
20190615,,www.etan.vip,2,1
20190619,,media.yunshizhi.com,2,1
20190618,,www.linkgou.com,44,9
20190620,,zixuncooperation.html5.qq.com,7,6
20190615,android,www.google.co.jp,4,4
20190617,android,cd.qq.com,6,2
20190619,,tcs.bytedance.net,2,1
20190619,android,m.so.com,399,380
20190614,iphone,wap.sogou.com,135,126
20190617,android,www.google.com.au,11,10
20190619,,www.huyaruanwen.com,45,5
20190619,android,www.wxiao.net,1,1
20190616,iphone,search.yahoo.co.jp,5,5
20190618,,link.zhihu.com,5,5
20190614,,10.32.2.1,1,1
20190618,,m.weibo.cn,3,2
20190617,,g.nie.netease.com,1,1
20190617,,quark.sm.cn,15,14
20190614,android,m.weibo.cn,38,35
20190618,iphone,link.zhihu.com,1,1
20190617,android,view.inews.qq.com,151,145
20190619,android,10.10.10.222,1,1
20190616,,v3.focuxy.com,1,1
20190619,,scbt.xj.topic.yuqing.pro,1,1
20190614,android,h5.youzan.com,1,1
20190615,android,wap.sogou.com,9393,8714
20190615,iphone,www.google.co.uk,90,86
20190618,iphone,www.google.es,27,23
20190618,,www.tiyanbar.com,1,1
20190618,,www.jfyf.com,3,2
20190619,,www.google.iq,1,1
20190615,,www.google.cl,1,1
20190618,,180.97.80.205,5,4
20190619,android,192.168.9.1,3,1
20190618,android,wap.sogou.com,5612,5251
20190615,,docs.qq.com,26,7
20190620,iphone,report.g3user.com,1,1
20190618,,sns.qzone.qq.com,6,5
20190620,,prod.uhrs.playmsn.com,3,2
20190619,android,www.google.co.th,2,2
20190620,,www.ruanwenad.cn,2,2
20190618,,zh.m.wikipedia.org,1,1
20190620,,qmm.1sapp.com,2,1
20190617,,localhost,2,1
20190615,,www.so.com,764,738
20190616,,p.cms.webdev.com,62,21
20190617,,www.openurls.com.cn,399,16
20190617,,easy.rightknights.com,142,1
20190617,,bl.xiezuodaren.com,10,3
20190619,,app.zhidat.com,1,1
20190616,android,m.gxlhstjt.com,1,1
20190617,android,login.sina.com.cn,1,1
20190615,,info_platform.wsd.com,183,2
20190617,android,www.google.co.uk,5,5
20190614,,www.dapengjiaoyu.com,3,3
20190620,,www.google.no,1,1
20190620,android,192.168.16.254,1,1
20190617,,zhouzhipolice.yuqing.pro,1,1
20190617,,translate.google.com,1,1
20190619,android,baike.sogou.com,1,1
20190615,android,s.weibo.com,1,1
20190618,iphone,www.google.com.ar,1,1
20190617,,shunya.gstai.com,1,1
20190620,,exmail.qq.com,5,2
20190614,android,zixuncooperation.html5.qq.com,54,54
20190619,,sina.com.cn,1,1
20190617,iphone,news.qq.com,27,22
20190620,,shop.cdposs.qq.com,6467,32
20190614,android,smartbox.html5.qq.com,15,9
20190614,,ybyibingongan.yuqing.pro,2,1
20190619,,ffbxd46266c912c64a9784a02dca028c61f2sbn0unf9kqvpv6nkq.ffbx.oca.swupl.edu.cn,11,1
20190614,,m.so.com,11,9
20190618,iphone,www.google.co.jp,134,111
20190617,,image.so.com,72,63
20190617,,cqesa.org,1,1
20190620,,adm.zzbdf.com,296,9
20190617,,yq.wxtyq.com,7,5
20190620,android,www.pinterest.de,1,1
20190614,iphone,3gimg.qq.com,2,2
20190619,,imis.baijiahao.baidu.com,25,2
20190619,,admin.e-press.com.cn,2,1
20190616,,tsa.oa.com,1,1
20190620,,www.eventist.cn,1,1
20190619,iphone,www.google.az,1,1
20190616,,zm.wangzherongyao.cn,31,1
20190616,iphone,m.sogou.com,2089,1990
20190620,iphone,wxn.qq.com,36,31
20190618,,www.meitibijia.com,10,4
20190614,,cd.qqinternal.com,1,1
20190614,,ug.ka789.cn,2,1
20190615,android,m.baidu.com,69485,64355
20190619,,zhenggang.xinwenhezi.cn,1,1
20190618,,pr010.com,2,2
20190620,,www.sohu.com,1,1
20190620,android,www.urlshare.cn,1,1
20190618,,www.lmcjl.com,2,2
20190618,,wxservice.wengetech.com,1,1
20190614,,fj.qq.com,78,39
20190620,,x.wsd.com,3,1
20190619,,www.myunmei.com,5,3
20190616,,v3.hcr.com.cn,1,1
20190615,,wemedia.ifeng.com,2,2
20190619,,www.wrd.cn,28,22
20190615,,kuai百度,45,28
20190615,android,www.google.ca,22,22
20190617,,cz.admin.weibo.com,26,14
20190616,android,www.google.fr,4,3
20190618,,article.webdev.com,4,2
20190614,,reef.webdev.com,21,5
20190619,,www.niuquaner.com,1,1
20190620,,acpaf.at,2,1
20190620,iphone,www.google.ro,2,1
20190617,,audit.cms.webdev.com,102,16
20190615,,new.qq.com,2,2
20190618,,bbs.pceva.com.cn,3,3
20190618,iphone,bbs.my0511.com,1,1
20190618,,cyqwxb.gstai.com,1,1
20190617,,xian.qq.com,4,2
20190614,iphone,www.google.com.mx,2,2
20190614,android,yuqing.sina.com,1,1
20190619,android,www.google.com.ar,1,1
20190620,android,www.dapengjiaoyu.com,3,3
20190617,,www.meitibijia.com,3,1
20190615,,zmt.yizhuan5.com,1,1
20190619,,ga.yy.cq.yuqing.pro,1,1
20190618,iphone,quark.sm.cn,86,81
20190617,android,3.1.1.10,3,3
20190614,android,10.64.242.238,3,3
20190619,,toutaocm.danews.cc,1,1
20190617,,61.175.198.136,2,1
20190618,,isp.oa.com,13188,141
20190618,,yuqing.gsdata.cn,35,27
20190614,android,www.fengshangplus.com,1,1
20190617,,www.huiyumedia.com,4,4
20190617,,www.google.fr,6,6
20190620,,hb.qq.com,1,1
20190619,,g.zmirrordemo.com,2,2
20190620,,youku.com,2,2
20190620,,doc88.com,1,1
20190616,,mis.b.baidu.com,1,1
20190616,,github.com,6,6
20190614,android,172.1.0.36,1,1
20190618,,images.wjbaike.site,3,3
20190619,,www.google.co.th,2,2
20190615,,www.pinterest.jp,1,1
20190615,android,192.168.100.3,2,2
20190620,iphone,cn.bing.com,4,4
20190616,,club.kdnet.net,1,1
20190616,,easy.rightknights.com,1,1
20190616,,monitor.int800.com,25,8
20190618,android,news.qq.com,66,51
20190615,,sohu.com,3,3
20190619,,www.google.co.kr,8,7
20190620,,so.om.webdev.com,62,3
20190614,,mkoubei.baidu.com,1,1
20190614,,192.168.10.193,1,1
20190615,,www.tsshigandang.com,1,1
20190620,android,10.64.242.238,6,5
20190617,,www.lpmy8.cn,2,2
20190620,,www.google.nl,1,1
20190615,,audit.mp.sohuno.com,2,1
20190614,,m.weibo.cn,2,2
20190619,Unknown,www.google.com.sg,1,1
20190620,,www.scdzj.gov.cn,1,1
20190618,android,seo.uqseo.com,1,1
20190615,android,www.google.es,3,3
20190619,,www.qinhekj.com,1,1
20190618,,www.wenfangnet.com,8,1
20190619,,tourism.clippinghouse.net,1,1
20190614,android,www.google.be,3,2
20190620,android,wap.sogou.com,6101,5707
20190619,,www.uchuanbo.com,3,2
20190615,,www.google.be,1,1
20190619,,10.110.51.136,1,1
20190614,android,sysva.cn,1,1
20190617,,wenming.cn,1,1
20190620,android,cn.bing.com,41,34
20190619,iphone,m.sm.cn,107,106
20190617,android,www.woyuqing.cn,2,2
20190617,android,10.96.19.2,2,2
20190620,android,m.blog.naver.com,1,1
20190620,,ivane.motouat.com.cn,1,1
20190619,,kuaibao.qq.com,43573,30113
20190618,android,monitor.int800.com,1,1
20190617,,yq.dqswwxb.com,1,1
20190616,,m1.mail.sina.com.cn,2,1
20190618,,editors.21jingji.com,2,2
20190617,,sns.qzone.qq.com,35,16
20190617,iphone,www.google.com.au,230,205
20190617,,adm.bjtxmj.com,23,2
20190619,iphone,yz.m.sm.cn,122,115
20190617,,admin.p.adm-corp.kuaishou.com,3,2
20190618,,www.hcyp.com.cn,2,2
20190620,,baicheng.aks.xj.yuqing.pro,1,1
20190614,iphone,www.google.as,2,2
20190620,,toutaocm.danews.cc,1,1
20190616,,baize.com,9,1
20190619,iphone,www.google.ch,3,3
20190619,iphone,www.google.pt,7,7
20190619,android,bigdata.byd.com,1,1
20190615,android,w.mail.qq.com,1,1
20190614,,int.search.tb.ask.com,4,4
20190617,,www.ejianmedia.com,172,95
20190617,iphone,www.google.com.tw,497,452
20190618,,www.mosoteach.cn,2,1
20190620,android,m.yz.sm.cn,151,137
20190614,,bj.jjj.qq.com,3,2
20190618,,label.baidu.com,2,2
20190614,,ydcg.cpylss.com,10,4
20190620,,za.pinterest.com,1,1
20190618,,cuproxy-bend-wc.wisers.com,2,2
20190619,,ug.ka789.cn,1,1
20190617,,www.tui1s-ruanwen.com,1,1
20190617,,cl.ht.xj.yuqing.pro,1,1
20190619,,nortonsafe.search.ask.com,1,1
20190615,,syn2.map.qq.com,5,2
20190618,,www.tui1s-ruanwen.com,1,1
20190618,,wnga.yuqing.pro,3,3
20190614,,mt.chinaz.com,1,1
20190619,iphone,www.google.co.za,2,2
20190614,iphone,search.yahoo.co.jp,4,4
20190618,,ga.ys.bt.xj.yuqing.pro,1,1
20190618,,jira.intra.sina.com.cn,1,1
20190617,iphone,www.weivb.com,1,1
20190619,iphone,www.google.cl,2,1
20190620,android,www.pinterest.com.mx,1,1
20190618,iphone,cdn.xinmob.cn,2,1
20190614,iphone,mp.weixinbridge.com,13,10
20190616,,pic.sogou.com,6,6
20190620,android,10.25.160.1,1,1
20190616,android,t.cn,2,2
20190617,,www.cocomy.net,1,1
20190619,,180.97.69.216,1,1
20190616,,www.tui1s-ruanwen.com,1,1
20190615,android,zixun.html5.qq.com,10,1
20190614,,info.corp.qihoo.net,67,4
20190616,,www.search.ask.com,2,1
20190619,,www.google.com.ph,2,2
20190619,,983.yuqing.pro,1,1
20190614,,jiguang.webdev.com,1,1
20190616,android,wap.sogou.com,9024,8405
20190617,android,medium.com,3,2
20190614,,www.google.com.br,2,2
20190614,,easy.rightknights.com,8,1
20190618,,mijisou.com,2,2
20190614,,nanchong.topic.yuqing.pro,5,2
20190614,,www.caup.cn,1,1
20190617,,www.google.pt,1,1
20190617,iphone,zqvip4.cc,1,1
20190618,android,www.bianji.net,1,1
20190616,iphone,www.google.com.vn,2,2
20190620,,www.google.co.id,1,1
20190619,,www.xit.edu.cn,1,1
20190615,android,www.bing.com,2,2
20190619,android,m.house.qq.com,1,1
20190614,,ga.jmn.alt.xj.yuqing.pro,1,1
20190615,iphone,om.qq.com,1,1
20190615,,sh.qq.com,1,1
20190614,android,www.jingyuhuodong.com,1,1
20190615,,isp.oa.com,8658,111
20190620,,www.51taojinge.com,4709,208
20190614,iphone,www.ejianmedia.com,1,1
20190620,,es.bt.xj.yuqing.pro,1,1
20190617,android,10.90.244.238,3,3
20190615,android,www.google.fr,8,7
20190614,,sy.trs.net.cn,2,1
20190619,,cq.qq.com,517,382
20190620,,copyright.om.webdev.com,1753,26
20190615,,8989118.com,1,1
20190620,android,m.smile2012.com,1,1
20190614,,yq.shadsj.com,1,1
20190616,android,m.sohu.com,1,1
20190618,android,172.16.1.254,1,1
20190619,android,m.bjtuowei.net,1,1
20190615,android,url.cn,9,9
20190614,,military.china.com,12,10
20190615,,crm.om.webdev.com,22,9
20190615,,qzs.qq.com,1,1
20190617,,test.cnews.webdev.com,2,1
20190618,android,10.1.2.1,1,1
20190618,,changancar.gstai.com,8,1
20190616,,ga.qt.jc.xj.yuqing.pro,1,1
20190615,,4399.com,1,1
20190614,,amwayjianbao.miaojian.com,1,1
20190620,,news.sina.com.cn,4,3
20190614,android,10.90.244.238,1,1
20190617,,www.hzfanews.com,2,2
20190618,,www.medical168.net,7,2
20190620,android,m.ykdsbsc.cn,2,1
20190616,android,10.2.2.2,1,1
20190617,android,172.16.50.254,1,1
20190618,,pic.sogou.com,6,6
20190618,android,tocana.jp,1,1
20190618,android,7nm.top,4,2
20190615,iphone,www.zjqyjy.com,1,1
20190614,,61.136.101.244,4,3
20190616,,dyx.njqhjy.net,2,1
20190617,,sina.com.cn,1,1
20190614,,inside.kbanquan.com,1,1
20190617,,cuketest.com,1,1
20190614,,123.125.45.236,1,1
20190617,,cd.qq.com,4432,1985
20190618,,xdf.cn,1,1
20190619,,sys.xunku.org,14,11
20190615,,nmis.baijiahao.baidu.com,173,5
20190614,android,quick.huigoufang.com,1,1
20190616,android,xfb.sharingpay.cn,2,2
20190614,,internal.yuqing.pro,14,5
20190618,,192.168.1.187,327,327
20190618,,blog.csdn.net,5,4
20190620,android,quick.huigoufang.com,4,2
20190619,,ef.zhiweidata.com,11,3
20190619,,www.zhipin.com,6,4
20190615,,baike.so.com,2,2
20190619,,nu.g3user.com,12,10
20190620,android,i.y.qq.com,1,1
20190619,,quark.sm.cn,11,11
20190616,,www.wrd.cn,7,6
20190614,iphone,qzs.qq.com,1,1
20190616,android,172.16.100.1,1,1
20190618,android,m.sm.cn,708,685
20190617,iphone,yz.m.sm.cn,116,113
20190615,iphone,wap.sogou.com,127,122
20190617,android,xa911.cn,2,2
20190615,,cloud.tencent.com,4,4
20190617,,ptt.int800.com,7,3
20190617,iphone,www.google.co.za,3,2
20190616,android,172.16.40.11,1,1
20190616,android,gd.qq.com,1,1
20190614,iphone,www.myunmei.com,1,1
20190619,,fuxianpolice.yuqing.pro,1,1
20190616,android,quark.sm.cn,413,399
20190618,,sys.xunku.org,13,9
20190618,,baike.so.com,1,1
20190615,android,url.qmail.com,1,1
20190618,iphone,github.com,1,1
20190617,android,zixuncooperation.html5.qq.com,89,88
20190618,,mail.qq.com,12,11
20190620,iphone,docs.qq.com,4,1
20190615,,cncn.com,1,1
20190617,,ga.hy.bygl.xj.yuqing.pro,2,1
20190618,,baowen.xhh.com,3039,86
20190614,,10.134.65.105,1,1
20190618,,www.google.be,2,2
20190617,iphone,www.google.be,2,2
20190618,,xian.qq.com,4,2
20190615,iphone,m.zhongsou.com,1,1
20190614,android,192.168.9.1,2,1
20190618,,xw11.api.dd.lingtou001.com,4,3
20190617,android,192.168.100.100,1,1
20190620,android,172.16.2.242,1,1
20190619,,crm.yunzhu100.com,1,1
20190618,,crm.om.webdev.com,1199,49
20190618,,www.bangyiren.com,1,1
20190619,android,www.hljga.gov.cn,3,3
20190614,android,m.douban.com,4,4
20190620,,www.ab173.com,5,3
20190619,android,www.google.ca,11,11
20190616,,yq.wxtyq.com,3,2
20190620,,bbs.5iyq.com,1,1
20190614,,www.clippinghouse.net,2,1
20190619,,m.facebook.com,1,1
20190617,,wap.sogou.com,118,113
20190620,,www.rongtoudai.cn,1,1
20190614,,baowen.wangzherongyao.cn,56,1
20190616,,rec.webdev.com,1,1
20190619,iphone,task.yeeyan.org,1,1
20190620,android,weixin.cos.99.com,13,10
20190619,,cmp.webdev.com,1,1
20190615,,www.google.co.kr,6,5
20190617,,wx.mail.qq.com,1,1
20190619,,ga.sl.km.yn.yuqing.pro,2,2
20190619,,www.wangid.com,3,2
20190618,iphone,m.search.tiaomu.com,1,1
20190620,,forum.51nb.com,1,1
20190620,,124.205.180.98,37,22
20190615,android,www.google.com.tw,33,28
20190614,,audit.cms.webdev.com,135,18
20190614,iphone,www.google.fr,39,36
20190614,,monitor.int800.com,25,13
20190620,android,m.yz2.sm.cn,2,2
20190619,,xian.topic.yuqing.pro,4,1
20190616,android,www.yqplat.com,1,1
20190617,,copyright.om.webdev.com,2751,18
20190620,android,www.google.ca,16,14
20190615,android,192.168.0.53,1,1
20190615,,inews.webdev.com,33,3
20190617,android,10.1.0.1,2,2
20190614,,api.weibo.com,1,1
20190614,android,pic.sogou.com,4,4
20190618,android,www.google.ch,1,1
20190616,,zsb.chd.edu.cn,1,1
20190617,,www.100pei.com,1,1
20190618,android,192.168.100.251,1,1
20190618,android,m.yz.sm.cn,140,133
20190619,iphone,m.yz2.sm.cn,1,1
20190619,,785.yuqing.pro,2,2
20190620,,www.pinterest.com.au,1,1
20190615,iphone,www.dapengjiaoyu.com,1,1
20190619,iphone,coral.qq.com,15,6
20190618,,www.dmyzw.com,1,1
20190617,iphone,zh.m.wikipedia.org,3,3
20190618,,xinwen.jinghaocm.com,1,1
20190620,iphone,www.google.fr,42,40
20190618,,sn.yuqing.pro,1,1
20190618,android,link.zhihu.com,9,7
20190614,,www.zhangyixun.cn,5,1
20190619,,www.51taojinge.com,4749,236
20190620,android,www.google.ch,1,1
20190620,android,www.sc.hrss.gov.cn,4,3
20190614,android,www.ys121.com,1,1
20190617,,163.com,2,2
20190614,,ivane.lenovo.com,2,2
20190620,,www.bangyiren.com,1,1
20190619,android,www.google888.org,1,1
20190617,android,m.sogou.com,9616,8940
20190619,,192.168.1.99,9,3
20190618,,nfyq.hzfanews.com,1,1
20190615,,wei90.wangzherongyao.cn,243,7
20190617,,ga.cx.cz.he.yuqing.pro,3,1
20190618,,www.google.is,1,1
20190616,android,forums.huaren.us,1,1
20190619,,192.168.0.62,3,2
20190620,iphone,search.yahoo.co.jp,7,7
20190615,iphone,www.google.com.ni,1,1
20190619,,ydcg.cpylss.com,23,5
20190616,,www.360doc.com,1,1
20190617,,180.97.80.128,3,1
20190615,android,d1367.zq1s.cn,1,1
20190614,,www.meiticaigou.com,3,1
20190619,,www.news-tg.com,11,2
20190618,,user.qzone.qq.com,40,22
20190616,,shimo.im,1,1
20190618,iphone,blog.csdn.net,1,1
20190620,,dayu.webdev.com,50,6
20190617,android,172.16.1.3,1,1
20190616,,dongdian.k-it.cn,1,1
20190614,android,10.1.2.1,1,1
20190614,,km.sankuai.com,1,1
20190616,android,qzs.qq.com,8,5
20190616,,www.openurls.com.cn,3,2
20190618,,meio.applinzi.com,1,1
20190619,,bytedance.feishu.cn,7,6
20190616,,www.google.com.gh,1,1
20190620,,www.sc.hrss.gov.cn,12,12
20190616,android,www.google.co.kr,4,4
20190618,,2018.ziyouhuanxiang.com,7,3
20190618,,ga.wz.cq.yuqing.pro,1,1
20190619,android,www.google.com.au,7,7
20190615,,www.8dmd.cn,1,1
20190619,android,quick.huigoufang.com,2,1
20190614,,www.so.com,940,900
20190615,,ga.xinhe.aks.xj.yuqing.pro,4,3
20190615,,yuqing.gsdata.cn,18,8
20190619,,h5.qzone.qq.com,4,3
20190619,iphone,report.51wyq.cn,2,2
20190614,,shunya.gstai.com,4,2
20190619,,61.136.101.244,1,1
20190616,,news.wsd.com,2,1
20190615,,audit.cms.webdev.com,225,13
20190617,,corp.netease.com,3,1
20190614,,xian.qq.com,7,5
20190614,,www.dtzhuanjia.com,1,1
